"gender","department","job_title","total_salary","current_year","birth_year","hired_year","termination_year","status","employees"
Female,Human Resources,People Operations Specialist,618415.46,2025,1976,2020,2022,Inactive,16
Female,Human Resources,People Operations Specialist,596055.18,2025,1976,2020,2023,Inactive,16
Female,Human Resources,People Operations Specialist,486997.2100000001,2025,1976,2020,2024,Inactive,12
Female,Human Resources,People Operations Specialist,123982.58000000002,2025,1976,2020,2025,Inactive,3
Female,Human Resources,People Operations Specialist,4823793.729999998,2025,1976,2020,,Active,120
Female,Human Resources,Recruiter,244438.78,2025,1976,2020,2020,Inactive,6
Female,Human Resources,Recruiter,337824.83,2025,1976,2020,2021,Inactive,9
Female,Human Resources,Recruiter,278978.66000000003,2025,1976,2020,2022,Inactive,7
Female,Human Resources,Recruiter,540299.21,2025,1976,2020,2023,Inactive,13
Female,Human Resources,Recruiter,361221.13,2025,1976,2020,2024,Inactive,9
Female,Human Resources,Recruiter,46052.41,2025,1976,2020,2025,Inactive,1
Female,Human Resources,Recruiter,4940426.740000001,2025,1976,2020,,Active,121
Female,Human Resources,Talent Acquisition Specialist,33748.57,2025,1976,2020,2020,Inactive,1
Female,Human Resources,Talent Acquisition Specialist,404131.74,2025,1976,2020,2021,Inactive,10
Female,Human Resources,Talent Acquisition Specialist,535588.28,2025,1976,2020,2022,Inactive,14
Female,Human Resources,Talent Acquisition Specialist,258947.25,2025,1976,2020,2023,Inactive,7
Female,Human Resources,Talent Acquisition Specialist,479125.62,2025,1976,2020,2024,Inactive,12
Female,Human Resources,Talent Acquisition Specialist,33392.32,2025,1976,2020,2025,Inactive,1
Female,Human Resources,Talent Acquisition Specialist,5498601.360000001,2025,1976,2020,,Active,138
Female,Human Resources,Training and Development Specialist,48379.32,2025,1976,2020,2020,Inactive,1
Female,Human Resources,Training and Development Specialist,495013.2100000001,2025,1976,2020,2021,Inactive,12
Female,Human Resources,Training and Development Specialist,276961.61,2025,1976,2020,2022,Inactive,7
Female,Human Resources,Training and Development Specialist,387747.97,2025,1976,2020,2023,Inactive,10
Female,Human Resources,Training and Development Specialist,372899.01,2025,1976,2020,2024,Inactive,9
Female,Human Resources,Training and Development Specialist,102394.68000000001,2025,1976,2020,2025,Inactive,3
Female,Human Resources,Training and Development Specialist,4549145.909999999,2025,1976,2020,,Active,114
Female,Human Resources,Workforce Planning Analyst,84685.85,2025,1976,2020,2020,Inactive,2
Female,Human Resources,Workforce Planning Analyst,569607.73,2025,1976,2020,2021,Inactive,14
Female,Human Resources,Workforce Planning Analyst,416379.45,2025,1976,2020,2022,Inactive,11
Female,Human Resources,Workforce Planning Analyst,276471.02,2025,1976,2020,2023,Inactive,6
Female,Human Resources,Workforce Planning Analyst,572244.0199999999,2025,1976,2020,2024,Inactive,14
Female,Human Resources,Workforce Planning Analyst,79986.6,2025,1976,2020,2025,Inactive,2
Female,Human Resources,Workforce Planning Analyst,4583149.1400000015,2025,1976,2020,,Active,116
Female,IT,Backend Developer,85384.07,2025,1976,2020,2020,Inactive,2
Female,IT,Backend Developer,299780.49,2025,1976,2020,2021,Inactive,7
Female,IT,Backend Developer,460117.39,2025,1976,2020,2022,Inactive,11
Female,IT,Backend Developer,742430.8699999998,2025,1976,2020,2023,Inactive,19
Female,IT,Backend Developer,299352.91000000003,2025,1976,2020,2024,Inactive,7
Female,IT,Backend Developer,37851.34,2025,1976,2020,2025,Inactive,1
Female,IT,Backend Developer,4144239.3600000003,2025,1976,2020,,Active,101
Female,IT,Business Intelligence Analyst,47828.57,2025,1976,2020,2020,Inactive,1
Female,IT,Business Intelligence Analyst,646476.7499999999,2025,1976,2020,2021,Inactive,16
Female,IT,Business Intelligence Analyst,549736.1900000001,2025,1976,2020,2022,Inactive,14
Female,IT,Business Intelligence Analyst,360536.56000000006,2025,1976,2020,2023,Inactive,9
Female,IT,Business Intelligence Analyst,242320.67,2025,1976,2020,2024,Inactive,6
Female,IT,Business Intelligence Analyst,112325.81999999999,2025,1976,2020,2025,Inactive,3
Female,IT,Business Intelligence Analyst,4808015.33,2025,1976,2020,,Active,120
Female,IT,Cloud Engineer,65190.17,2025,1976,2020,2020,Inactive,2
Female,IT,Cloud Engineer,302029.12,2025,1976,2020,2021,Inactive,7
Female,IT,Cloud Engineer,494331.9700000001,2025,1976,2020,2022,Inactive,12
Female,IT,Cloud Engineer,486071.86,2025,1976,2020,2023,Inactive,12
Female,IT,Cloud Engineer,422804.65,2025,1976,2020,2024,Inactive,10
Female,IT,Cloud Engineer,100234.51000000001,2025,1976,2020,2025,Inactive,3
Female,IT,Cloud Engineer,4176507.1400000015,2025,1976,2020,,Active,104
Female,IT,Database Administrator,37132.88,2025,1976,2020,2020,Inactive,1
Female,IT,Database Administrator,368060.15,2025,1976,2020,2021,Inactive,9
Female,IT,Database Administrator,485353.8399999999,2025,1976,2020,2022,Inactive,12
Female,IT,Database Administrator,410642.7,2025,1976,2020,2023,Inactive,10
Female,IT,Database Administrator,261115.45,2025,1976,2020,2024,Inactive,6
Female,IT,Database Administrator,161511.0,2025,1976,2020,2025,Inactive,4
Female,IT,Database Administrator,5441811.200000004,2025,1976,2020,,Active,137
Female,IT,Data Engineer,115102.76,2025,1976,2020,2020,Inactive,3
Female,IT,Data Engineer,329098.3,2025,1976,2020,2021,Inactive,9
Female,IT,Data Engineer,291326.27999999997,2025,1976,2020,2022,Inactive,7
Female,IT,Data Engineer,328604.62999999995,2025,1976,2020,2023,Inactive,8
Female,IT,Data Engineer,697914.1800000002,2025,1976,2020,2024,Inactive,17
Female,IT,Data Engineer,88519.53,2025,1976,2020,2025,Inactive,2
Female,IT,Data Engineer,5189216.459999997,2025,1976,2020,,Active,130
Female,IT,DevOps Engineer,71498.36,2025,1976,2020,2020,Inactive,2
Female,IT,DevOps Engineer,462654.52999999997,2025,1976,2020,2021,Inactive,12
Female,IT,DevOps Engineer,503088.3200000001,2025,1976,2020,2022,Inactive,12
Female,IT,DevOps Engineer,341579.13,2025,1976,2020,2023,Inactive,9
Female,IT,DevOps Engineer,306844.31,2025,1976,2020,2024,Inactive,8
Female,IT,DevOps Engineer,5375282.870000003,2025,1976,2020,,Active,134
Female,IT,Frontend Developer,159341.74,2025,1976,2020,2020,Inactive,4
Female,IT,Frontend Developer,474499.65,2025,1976,2020,2021,Inactive,12
Female,IT,Frontend Developer,276269.61,2025,1976,2020,2022,Inactive,7
Female,IT,Frontend Developer,711675.8200000001,2025,1976,2020,2023,Inactive,17
Female,IT,Frontend Developer,315465.24000000005,2025,1976,2020,2024,Inactive,9
Female,IT,Frontend Developer,4463069.93,2025,1976,2020,,Active,111
Female,IT,Full Stack Developer,96046.75,2025,1976,2020,2020,Inactive,2
Female,IT,Full Stack Developer,365667.20999999996,2025,1976,2020,2021,Inactive,9
Female,IT,Full Stack Developer,573217.28,2025,1976,2020,2022,Inactive,14
Female,IT,Full Stack Developer,453622.50999999995,2025,1976,2020,2023,Inactive,11
Female,IT,Full Stack Developer,218919.65,2025,1976,2020,2024,Inactive,6
Female,IT,Full Stack Developer,156120.09,2025,1976,2020,2025,Inactive,4
Female,IT,Full Stack Developer,3892195.860000001,2025,1976,2020,,Active,100
Female,IT,Help Desk Technician,203100.31,2025,1976,2020,2020,Inactive,5
Female,IT,Help Desk Technician,469637.62999999995,2025,1976,2020,2021,Inactive,13
Female,IT,Help Desk Technician,543826.0800000001,2025,1976,2020,2022,Inactive,13
Female,IT,Help Desk Technician,376091.41,2025,1976,2020,2023,Inactive,9
Female,IT,Help Desk Technician,609588.4300000002,2025,1976,2020,2024,Inactive,15
Female,IT,Help Desk Technician,167023.75,2025,1976,2020,2025,Inactive,4
Female,IT,Help Desk Technician,4886276.570000001,2025,1976,2020,,Active,120
Female,IT,IT Consultant,110336.22,2025,1976,2020,2020,Inactive,3
Female,IT,IT Consultant,532887.25,2025,1976,2020,2021,Inactive,12
Female,IT,IT Consultant,522710.49999999994,2025,1976,2020,2022,Inactive,13
Female,IT,IT Consultant,322637.23,2025,1976,2020,2023,Inactive,8
Female,IT,IT Consultant,372645.88000000006,2025,1976,2020,2024,Inactive,9
Female,IT,IT Consultant,164432.77,2025,1976,2020,2025,Inactive,4
Female,IT,IT Consultant,4034067.5900000003,2025,1976,2020,,Active,101
Female,IT,IT Project Manager,419358.68999999994,2025,1976,2020,2021,Inactive,10
Female,IT,IT Project Manager,295889.91,2025,1976,2020,2022,Inactive,8
Female,IT,IT Project Manager,579166.5399999999,2025,1976,2020,2023,Inactive,14
Female,IT,IT Project Manager,468228.12999999995,2025,1976,2020,2024,Inactive,12
Female,IT,IT Project Manager,40737.91,2025,1976,2020,2025,Inactive,1
Female,IT,IT Project Manager,4462916.310000001,2025,1976,2020,,Active,111
Female,IT,IT Support Specialist,111809.98,2025,1976,2020,2020,Inactive,3
Female,IT,IT Support Specialist,371244.17999999993,2025,1976,2020,2021,Inactive,9
Female,IT,IT Support Specialist,339096.93,2025,1976,2020,2022,Inactive,8
Female,IT,IT Support Specialist,510683.05,2025,1976,2020,2023,Inactive,12
Female,IT,IT Support Specialist,722974.4400000002,2025,1976,2020,2024,Inactive,17
Female,IT,IT Support Specialist,44183.54,2025,1976,2020,2025,Inactive,1
Female,IT,IT Support Specialist,4531279.470000002,2025,1976,2020,,Active,112
Female,IT,Machine Learning Engineer,136983.22999999998,2025,1976,2020,2020,Inactive,3
Female,IT,Machine Learning Engineer,358606.9,2025,1976,2020,2021,Inactive,9
Female,IT,Machine Learning Engineer,337981.73,2025,1976,2020,2022,Inactive,9
Female,IT,Machine Learning Engineer,295675.17,2025,1976,2020,2023,Inactive,7
Female,IT,Machine Learning Engineer,621088.2299999999,2025,1976,2020,2024,Inactive,15
Female,IT,Machine Learning Engineer,164443.99,2025,1976,2020,2025,Inactive,4
Female,IT,Machine Learning Engineer,3989439.8700000006,2025,1976,2020,,Active,100
Female,IT,Mobile App Developer,130713.38,2025,1976,2020,2020,Inactive,3
Female,IT,Mobile App Developer,285719.97,2025,1976,2020,2021,Inactive,7
Female,IT,Mobile App Developer,387359.71,2025,1976,2020,2022,Inactive,9
Female,IT,Mobile App Developer,435638.02,2025,1976,2020,2023,Inactive,11
Female,IT,Mobile App Developer,421611.12,2025,1976,2020,2024,Inactive,11
Female,IT,Mobile App Developer,4611139.049999999,2025,1976,2020,,Active,114
Female,IT,Network Administrator,560995.13,2025,1976,2020,2021,Inactive,14
Female,IT,Network Administrator,414776.44,2025,1976,2020,2022,Inactive,10
Female,IT,Network Administrator,385733.17,2025,1976,2020,2023,Inactive,10
Female,IT,Network Administrator,444829.24,2025,1976,2020,2024,Inactive,12
Female,IT,Network Administrator,125442.60999999999,2025,1976,2020,2025,Inactive,3
Female,IT,Network Administrator,4379788.409999998,2025,1976,2020,,Active,111
Female,IT,QA Engineer,121514.24,2025,1976,2020,2020,Inactive,3
Female,IT,QA Engineer,675947.2299999999,2025,1976,2020,2021,Inactive,16
Female,IT,QA Engineer,447556.75000000006,2025,1976,2020,2022,Inactive,12
Female,IT,QA Engineer,601259.3200000001,2025,1976,2020,2023,Inactive,15
Female,IT,QA Engineer,532388.09,2025,1976,2020,2024,Inactive,13
Female,IT,QA Engineer,161424.57,2025,1976,2020,2025,Inactive,4
Female,IT,QA Engineer,4287045.350000001,2025,1976,2020,,Active,106
Female,IT,Security Analyst,166512.47999999998,2025,1976,2020,2020,Inactive,4
Female,IT,Security Analyst,404651.8,2025,1976,2020,2021,Inactive,10
Female,IT,Security Analyst,522202.70000000007,2025,1976,2020,2022,Inactive,13
Female,IT,Security Analyst,394081.70999999996,2025,1976,2020,2023,Inactive,10
Female,IT,Security Analyst,446231.76999999996,2025,1976,2020,2024,Inactive,12
Female,IT,Security Analyst,142448.08999999997,2025,1976,2020,2025,Inactive,4
Female,IT,Security Analyst,4671438.21,2025,1976,2020,,Active,116
Female,IT,Software Engineer,36462.91,2025,1976,2020,2020,Inactive,1
Female,IT,Software Engineer,232326.77000000002,2025,1976,2020,2021,Inactive,6
Female,IT,Software Engineer,489261.06000000006,2025,1976,2020,2022,Inactive,13
Female,IT,Software Engineer,281609.97,2025,1976,2020,2023,Inactive,8
Female,IT,Software Engineer,630523.08,2025,1976,2020,2024,Inactive,16
Female,IT,Software Engineer,4181679.329999999,2025,1976,2020,,Active,106
Female,IT,Solutions Architect,160313.1,2025,1976,2020,2020,Inactive,4
Female,IT,Solutions Architect,355659.95,2025,1976,2020,2021,Inactive,9
Female,IT,Solutions Architect,563617.01,2025,1976,2020,2022,Inactive,14
Female,IT,Solutions Architect,367539.75,2025,1976,2020,2023,Inactive,10
Female,IT,Solutions Architect,215076.25,2025,1976,2020,2024,Inactive,5
Female,IT,Solutions Architect,125465.21,2025,1976,2020,2025,Inactive,3
Female,IT,Solutions Architect,4909039.230000001,2025,1976,2020,,Active,121
Female,IT,Systems Administrator,71381.0,2025,1976,2020,2020,Inactive,2
Female,IT,Systems Administrator,466347.55,2025,1976,2020,2021,Inactive,11
Female,IT,Systems Administrator,302398.23,2025,1976,2020,2022,Inactive,8
Female,IT,Systems Administrator,399851.69999999995,2025,1976,2020,2023,Inactive,10
Female,IT,Systems Administrator,323167.80999999994,2025,1976,2020,2024,Inactive,8
Female,IT,Systems Administrator,163875.52000000002,2025,1976,2020,2025,Inactive,4
Female,IT,Systems Administrator,4207631.6899999995,2025,1976,2020,,Active,105
Female,Marketing,Brand Manager,47575.45,2025,1976,2020,2020,Inactive,1
Female,Marketing,Brand Manager,382103.66000000003,2025,1976,2020,2021,Inactive,9
Female,Marketing,Brand Manager,578708.3200000001,2025,1976,2020,2022,Inactive,14
Female,Marketing,Brand Manager,549506.15,2025,1976,2020,2023,Inactive,13
Female,Marketing,Brand Manager,662030.1200000001,2025,1976,2020,2024,Inactive,17
Female,Marketing,Brand Manager,163792.8,2025,1976,2020,2025,Inactive,4
Female,Marketing,Brand Manager,5154692.98,2025,1976,2020,,Active,128
Female,Marketing,Communications Specialist,282342.57,2025,1976,2020,2020,Inactive,7
Female,Marketing,Communications Specialist,378350.25,2025,1976,2020,2021,Inactive,9
Female,Marketing,Communications Specialist,349022.70000000007,2025,1976,2020,2022,Inactive,9
Female,Marketing,Communications Specialist,198461.59000000003,2025,1976,2020,2023,Inactive,5
Female,Marketing,Communications Specialist,354156.24999999994,2025,1976,2020,2024,Inactive,9
Female,Marketing,Communications Specialist,199504.93,2025,1976,2020,2025,Inactive,5
Female,Marketing,Communications Specialist,4954850.260000001,2025,1976,2020,,Active,123
Female,Marketing,Content Marketing Manager,402970.87,2025,1976,2020,2021,Inactive,10
Female,Marketing,Content Marketing Manager,584411.17,2025,1976,2020,2022,Inactive,15
Female,Marketing,Content Marketing Manager,538730.52,2025,1976,2020,2023,Inactive,14
Female,Marketing,Content Marketing Manager,515213.2899999999,2025,1976,2020,2024,Inactive,13
Female,Marketing,Content Marketing Manager,74183.88,2025,1976,2020,2025,Inactive,2
Female,Marketing,Content Marketing Manager,4997046.940000003,2025,1976,2020,,Active,125
Female,Marketing,Copywriter,78216.92,2025,1976,2020,2020,Inactive,2
Female,Marketing,Copywriter,603702.26,2025,1976,2020,2021,Inactive,15
Female,Marketing,Copywriter,385538.14,2025,1976,2020,2022,Inactive,11
Female,Marketing,Copywriter,552986.05,2025,1976,2020,2023,Inactive,14
Female,Marketing,Copywriter,302270.92,2025,1976,2020,2024,Inactive,7
Female,Marketing,Copywriter,116840.81,2025,1976,2020,2025,Inactive,3
Female,Marketing,Copywriter,6121878.499999997,2025,1976,2020,,Active,152
Female,Marketing,Digital Marketing Analyst,194774.57,2025,1976,2020,2020,Inactive,5
Female,Marketing,Digital Marketing Analyst,545757.6499999999,2025,1976,2020,2021,Inactive,14
Female,Marketing,Digital Marketing Analyst,422231.68,2025,1976,2020,2022,Inactive,11
Female,Marketing,Digital Marketing Analyst,371548.09,2025,1976,2020,2023,Inactive,9
Female,Marketing,Digital Marketing Analyst,618892.0700000001,2025,1976,2020,2024,Inactive,16
Female,Marketing,Digital Marketing Analyst,121189.64,2025,1976,2020,2025,Inactive,3
Female,Marketing,Digital Marketing Analyst,5512958.26,2025,1976,2020,,Active,139
Female,Marketing,Email Marketing Coordinator,84558.73999999999,2025,1976,2020,2020,Inactive,2
Female,Marketing,Email Marketing Coordinator,441013.58,2025,1976,2020,2021,Inactive,11
Female,Marketing,Email Marketing Coordinator,529686.1399999999,2025,1976,2020,2022,Inactive,13
Female,Marketing,Email Marketing Coordinator,482833.4,2025,1976,2020,2023,Inactive,12
Female,Marketing,Email Marketing Coordinator,443254.6400000001,2025,1976,2020,2024,Inactive,11
Female,Marketing,Email Marketing Coordinator,327396.22000000003,2025,1976,2020,2025,Inactive,8
Female,Marketing,Email Marketing Coordinator,6284559.96,2025,1976,2020,,Active,158
Female,Marketing,Event Marketing Coordinator,168267.94999999998,2025,1976,2020,2020,Inactive,4
Female,Marketing,Event Marketing Coordinator,624282.58,2025,1976,2020,2021,Inactive,16
Female,Marketing,Event Marketing Coordinator,685544.4500000001,2025,1976,2020,2022,Inactive,17
Female,Marketing,Event Marketing Coordinator,423627.77,2025,1976,2020,2023,Inactive,11
Female,Marketing,Event Marketing Coordinator,248193.71999999997,2025,1976,2020,2024,Inactive,7
Female,Marketing,Event Marketing Coordinator,5769690.670000002,2025,1976,2020,,Active,142
Female,Marketing,Graphic Designer,37568.32,2025,1976,2020,2020,Inactive,1
Female,Marketing,Graphic Designer,459139.8399999999,2025,1976,2020,2021,Inactive,12
Female,Marketing,Graphic Designer,566524.25,2025,1976,2020,2022,Inactive,14
Female,Marketing,Graphic Designer,554115.36,2025,1976,2020,2023,Inactive,14
Female,Marketing,Graphic Designer,329460.1,2025,1976,2020,2024,Inactive,8
Female,Marketing,Graphic Designer,76683.05,2025,1976,2020,2025,Inactive,2
Female,Marketing,Graphic Designer,4857568.620000003,2025,1976,2020,,Active,122
Female,Marketing,Growth Marketing Manager,155469.62,2025,1976,2020,2020,Inactive,4
Female,Marketing,Growth Marketing Manager,352522.69,2025,1976,2020,2021,Inactive,9
Female,Marketing,Growth Marketing Manager,533913.3300000001,2025,1976,2020,2022,Inactive,13
Female,Marketing,Growth Marketing Manager,342726.94999999995,2025,1976,2020,2023,Inactive,9
Female,Marketing,Growth Marketing Manager,410945.43000000005,2025,1976,2020,2024,Inactive,11
Female,Marketing,Growth Marketing Manager,118129.14,2025,1976,2020,2025,Inactive,3
Female,Marketing,Growth Marketing Manager,4701875.470000001,2025,1976,2020,,Active,117
Female,Marketing,Influencer Marketing Manager,425721.67,2025,1976,2020,2021,Inactive,11
Female,Marketing,Influencer Marketing Manager,814991.3800000001,2025,1976,2020,2022,Inactive,20
Female,Marketing,Influencer Marketing Manager,442505.07000000007,2025,1976,2020,2023,Inactive,12
Female,Marketing,Influencer Marketing Manager,762589.6699999998,2025,1976,2020,2024,Inactive,18
Female,Marketing,Influencer Marketing Manager,165914.27,2025,1976,2020,2025,Inactive,4
Female,Marketing,Influencer Marketing Manager,5509773.799999998,2025,1976,2020,,Active,138
Female,Marketing,Marketing Coordinator,88584.57,2025,1976,2020,2020,Inactive,2
Female,Marketing,Marketing Coordinator,576587.18,2025,1976,2020,2021,Inactive,15
Female,Marketing,Marketing Coordinator,432403.5999999999,2025,1976,2020,2022,Inactive,11
Female,Marketing,Marketing Coordinator,616537.5499999999,2025,1976,2020,2023,Inactive,16
Female,Marketing,Marketing Coordinator,669272.9399999998,2025,1976,2020,2024,Inactive,17
Female,Marketing,Marketing Coordinator,159344.13999999998,2025,1976,2020,2025,Inactive,4
Female,Marketing,Marketing Coordinator,4329927.929999999,2025,1976,2020,,Active,110
Female,Marketing,Marketing Director,265503.5,2025,1976,2020,2021,Inactive,7
Female,Marketing,Marketing Director,703230.45,2025,1976,2020,2022,Inactive,18
Female,Marketing,Marketing Director,463100.71,2025,1976,2020,2023,Inactive,11
Female,Marketing,Marketing Director,507090.48000000004,2025,1976,2020,2024,Inactive,13
Female,Marketing,Marketing Director,99841.54999999999,2025,1976,2020,2025,Inactive,3
Female,Marketing,Marketing Director,4974671.15,2025,1976,2020,,Active,123
Female,Marketing,Marketing Operations Manager,141301.01,2025,1976,2020,2020,Inactive,4
Female,Marketing,Marketing Operations Manager,333601.43,2025,1976,2020,2021,Inactive,8
Female,Marketing,Marketing Operations Manager,572790.43,2025,1976,2020,2022,Inactive,14
Female,Marketing,Marketing Operations Manager,601718.1300000001,2025,1976,2020,2023,Inactive,15
Female,Marketing,Marketing Operations Manager,662321.75,2025,1976,2020,2024,Inactive,16
Female,Marketing,Marketing Operations Manager,122772.29000000001,2025,1976,2020,2025,Inactive,3
Female,Marketing,Marketing Operations Manager,4910282.589999997,2025,1976,2020,,Active,123
Female,Marketing,Marketing Specialist,114872.16,2025,1976,2020,2020,Inactive,3
Female,Marketing,Marketing Specialist,828710.42,2025,1976,2020,2021,Inactive,20
Female,Marketing,Marketing Specialist,320208.99,2025,1976,2020,2022,Inactive,8
Female,Marketing,Marketing Specialist,459465.62,2025,1976,2020,2023,Inactive,12
Female,Marketing,Marketing Specialist,754890.0299999999,2025,1976,2020,2024,Inactive,19
Female,Marketing,Marketing Specialist,118273.88,2025,1976,2020,2025,Inactive,3
Female,Marketing,Marketing Specialist,4770453.250000001,2025,1976,2020,,Active,122
Female,Marketing,Performance Marketing Analyst,126068.87,2025,1976,2020,2020,Inactive,3
Female,Marketing,Performance Marketing Analyst,328704.81,2025,1976,2020,2021,Inactive,8
Female,Marketing,Performance Marketing Analyst,432228.23999999993,2025,1976,2020,2022,Inactive,10
Female,Marketing,Performance Marketing Analyst,642368.64,2025,1976,2020,2023,Inactive,16
Female,Marketing,Performance Marketing Analyst,513204.89999999997,2025,1976,2020,2024,Inactive,12
Female,Marketing,Performance Marketing Analyst,260038.9,2025,1976,2020,2025,Inactive,7
Female,Marketing,Performance Marketing Analyst,5011692.190000002,2025,1976,2020,,Active,123
Female,Marketing,PPC Specialist,90025.65,2025,1976,2020,2020,Inactive,2
Female,Marketing,PPC Specialist,588853.7599999999,2025,1976,2020,2021,Inactive,14
Female,Marketing,PPC Specialist,517596.9,2025,1976,2020,2022,Inactive,13
Female,Marketing,PPC Specialist,613286.7800000001,2025,1976,2020,2023,Inactive,16
Female,Marketing,PPC Specialist,387058.9600000001,2025,1976,2020,2024,Inactive,10
Female,Marketing,PPC Specialist,218682.37,2025,1976,2020,2025,Inactive,6
Female,Marketing,PPC Specialist,4995608.720000001,2025,1976,2020,,Active,123
Female,Marketing,PR Manager,38540.28,2025,1976,2020,2020,Inactive,1
Female,Marketing,PR Manager,413926.19,2025,1976,2020,2021,Inactive,10
Female,Marketing,PR Manager,552702.6900000001,2025,1976,2020,2022,Inactive,13
Female,Marketing,PR Manager,531500.26,2025,1976,2020,2023,Inactive,14
Female,Marketing,PR Manager,472393.68,2025,1976,2020,2024,Inactive,12
Female,Marketing,PR Manager,157310.84,2025,1976,2020,2025,Inactive,4
Female,Marketing,PR Manager,4948699.930000004,2025,1976,2020,,Active,124
Female,Marketing,Product Marketing Manager,96450.99,2025,1976,2020,2020,Inactive,2
Female,Marketing,Product Marketing Manager,317057.91000000003,2025,1976,2020,2021,Inactive,8
Female,Marketing,Product Marketing Manager,303655.83999999997,2025,1976,2020,2022,Inactive,7
Female,Marketing,Product Marketing Manager,463004.2,2025,1976,2020,2023,Inactive,12
Female,Marketing,Product Marketing Manager,389794.31000000006,2025,1976,2020,2024,Inactive,10
Female,Marketing,Product Marketing Manager,264151.19000000006,2025,1976,2020,2025,Inactive,7
Female,Marketing,Product Marketing Manager,4298026.500000004,2025,1976,2020,,Active,106
Female,Marketing,SEO Specialist,157826.23,2025,1976,2020,2020,Inactive,4
Female,Marketing,SEO Specialist,365659.26,2025,1976,2020,2021,Inactive,9
Female,Marketing,SEO Specialist,415615.44000000006,2025,1976,2020,2022,Inactive,10
Female,Marketing,SEO Specialist,500759.70000000007,2025,1976,2020,2023,Inactive,13
Female,Marketing,SEO Specialist,332952.87,2025,1976,2020,2024,Inactive,8
Female,Marketing,SEO Specialist,301945.56,2025,1976,2020,2025,Inactive,8
Female,Marketing,SEO Specialist,5228070.000000001,2025,1976,2020,,Active,131
Female,Marketing,Social Media Manager,76817.36,2025,1976,2020,2020,Inactive,2
Female,Marketing,Social Media Manager,458036.62,2025,1976,2020,2021,Inactive,12
Female,Marketing,Social Media Manager,317121.0,2025,1976,2020,2022,Inactive,8
Female,Marketing,Social Media Manager,197133.47,2025,1976,2020,2023,Inactive,5
Female,Marketing,Social Media Manager,199604.2,2025,1976,2020,2024,Inactive,5
Female,Marketing,Social Media Manager,81722.91,2025,1976,2020,2025,Inactive,2
Female,Marketing,Social Media Manager,5836947.010000001,2025,1976,2020,,Active,143
Female,Operations,Demand Planner,35341.24,2025,1976,2020,2020,Inactive,1
Female,Operations,Demand Planner,310645.03,2025,1976,2020,2021,Inactive,8
Female,Operations,Demand Planner,601552.66,2025,1976,2020,2022,Inactive,15
Female,Operations,Demand Planner,334409.45,2025,1976,2020,2023,Inactive,9
Female,Operations,Demand Planner,359063.32,2025,1976,2020,2024,Inactive,9
Female,Operations,Demand Planner,200864.46000000002,2025,1976,2020,2025,Inactive,5
Female,Operations,Demand Planner,4644744.869999999,2025,1976,2020,,Active,119
Female,Operations,Distribution Supervisor,561217.2799999999,2025,1976,2020,2021,Inactive,13
Female,Operations,Distribution Supervisor,501342.52,2025,1976,2020,2022,Inactive,13
Female,Operations,Distribution Supervisor,432338.26,2025,1976,2020,2023,Inactive,11
Female,Operations,Distribution Supervisor,347555.47,2025,1976,2020,2024,Inactive,8
Female,Operations,Distribution Supervisor,87765.94,2025,1976,2020,2025,Inactive,2
Female,Operations,Distribution Supervisor,5054247.809999999,2025,1976,2020,,Active,127
Female,Operations,Facilities Manager,228489.49,2025,1976,2020,2020,Inactive,6
Female,Operations,Facilities Manager,320536.89,2025,1976,2020,2021,Inactive,8
Female,Operations,Facilities Manager,329840.08,2025,1976,2020,2022,Inactive,9
Female,Operations,Facilities Manager,487898.8,2025,1976,2020,2023,Inactive,12
Female,Operations,Facilities Manager,451445.51999999996,2025,1976,2020,2024,Inactive,11
Female,Operations,Facilities Manager,166894.15,2025,1976,2020,2025,Inactive,4
Female,Operations,Facilities Manager,5356996.240000002,2025,1976,2020,,Active,133
Female,Operations,Fleet Coordinator,42277.13,2025,1976,2020,2020,Inactive,1
Female,Operations,Fleet Coordinator,608129.93,2025,1976,2020,2021,Inactive,16
Female,Operations,Fleet Coordinator,354915.89999999997,2025,1976,2020,2022,Inactive,10
Female,Operations,Fleet Coordinator,324646.46,2025,1976,2020,2023,Inactive,9
Female,Operations,Fleet Coordinator,206861.59000000003,2025,1976,2020,2024,Inactive,5
Female,Operations,Fleet Coordinator,123345.23,2025,1976,2020,2025,Inactive,3
Female,Operations,Fleet Coordinator,4763682.53,2025,1976,2020,,Active,123
Female,Operations,Inventory Analyst,224122.54,2025,1976,2020,2020,Inactive,6
Female,Operations,Inventory Analyst,273328.42,2025,1976,2020,2021,Inactive,6
Female,Operations,Inventory Analyst,166409.49,2025,1976,2020,2022,Inactive,4
Female,Operations,Inventory Analyst,780355.3900000001,2025,1976,2020,2023,Inactive,19
Female,Operations,Inventory Analyst,231897.57,2025,1976,2020,2024,Inactive,6
Female,Operations,Inventory Analyst,158659.47,2025,1976,2020,2025,Inactive,4
Female,Operations,Inventory Analyst,4279802.97,2025,1976,2020,,Active,107
Female,Operations,Logistics Specialist,581447.0400000002,2025,1976,2020,2021,Inactive,15
Female,Operations,Logistics Specialist,623776.3500000001,2025,1976,2020,2022,Inactive,15
Female,Operations,Logistics Specialist,322214.93,2025,1976,2020,2023,Inactive,8
Female,Operations,Logistics Specialist,438913.05,2025,1976,2020,2024,Inactive,11
